OBJECTID,Lat,Long,Alt_ft,Tree_ID,Zone,Group_,Leaf_Fall,Common_Name,Genus,Species_Name,Family,Origin,Age_Class,CBH,DBH,Tree_Height_ft,Canopy_Radius_ft,Root_Zone_Infringement,Condition_Class,Priority,Intrest_Houses,Trust_Prop,Trust_Prop_Address,Champion_Tree,Memorial_Tree,Blue_Mtn_Native,Pacific_Slope_Native,Staked,Comments
614,46.071634,-118.330131,999,F56,F,Broadleaf,Deciduous,Indian Horse Chestnut,Aesculus,Aesculus indica,Sapindaceae,,,126,40.13,70,25,0,Fair,B,,,,,,,,next,
615,46.071676,-118.329976,1014,F57,F,Broadleaf,Deciduous,Japanese Hornbeam,Carpinus,Carpinus japonica,Betulaceae,,20,29,9.24,40,6,0,Good,B,,,,,,,,,
616,46.071723,-118.329973,1017,F58,F,Broadleaf,Deciduous,Japanese Hornbeam,Carpinus,Carpinus japonica,Betulaceae,,20,27,8.6,45,8,0,Good,B,,,,,,,,,
617,46.07177,-118.32996,1021,F59,F,Broadleaf,Deciduous,Japanese Hornbeam,Carpinus,Carpinus japonica,Betulaceae,,20,34,10.83,50,7,0,Good,A,,,,,,,,,
618,46.07177,-118.330047,1023,F60,F,Conifer,Evergreen,Alaska Cedar,Callitropsis,Callitropsis nootkatensis,Cupressaceae,West Coast N. America,5,11,3.5,8,3,0,Good,B,,,,,"Robert Maffly (1976), dedicated Nov 2008",,,,
619,46.071817,-118.329773,1025,F61,F,Broadleaf,Deciduous,Himalayan Birch,Betula,Betula utilis,Betulaceae,,55,55,17.52,55,17,0,Fair,B,,,,,,,,,
620,46.071747,-118.329773,1026,F62,F,Broadleaf,Deciduous,Himalayan Birch,Betula,Betula utilis,Betulaceae,,55,28,8.92,45,10,0,Poor,B,,,,,,,,,
621,46.071941,-118.329967,1027,F63,F,Broadleaf,Deciduous,Maple,Acer,Acer,Sapindaceae,,20,27,8.6,25,6,0,Good,A,,,,,,,,,
622,46.071945,-118.32989,1027,F64,F,Broadleaf,Deciduous,Maple,Acer,Acer,Sapindaceae,,20,28,8.92,30,10,0,Good,A,,,,,,,,,
623,46.071944,-118.329806,1025,F65,F,Broadleaf,Deciduous,Maple,Acer,Acer,Sapindaceae,,20,29,9.24,33,10,0,Good,A,,,,,,,,,
624,46.07194,-118.329733,1026,F66,F,Broadleaf,Deciduous,Maple,Acer,Acer,Sapindaceae,,20,28,8.92,35,10,0,Good,A,,,,,,,,,
625,46.071931,-118.329662,1024,F67,F,Broadleaf,Deciduous,Maple,Acer,Acer,Sapindaceae,,20,30,9.55,35,11,0,Good,A,,,,,,,,,
627,46.07164,-118.32812,995,F69,F,Broadleaf,Deciduous,Elm 'Morton Glossy',Ulmus,Ulmus 'Morton Glossy',Ulmaceae,N. Hemisphere,10,23,7.32,17,1,0,Good,A,,,,,,,,,
628,46.07184,-118.32904,994,F70,F,Broadleaf,Deciduous,Liberty Elm,Ulmus,Ulmus americana,Ulmaceae,N. Hemisphere,10,13,4.14,12,1,0,Good,A,,,,,,,,,
629,46.07076,-118.33014,1003,F71,F,Broadleaf,Deciduous,Kentucky Coffee Tree,Gymnocladus,Gymnocladus dioica,Fabaceae,central North America,20,53,16.88,55,24,0,Good,A,,,,,,,,,
630,46.07066,-118.33006,1001,F72,F,Conifer,Evergreen,Douglas Fir,Pseudotsuga,Pseudotsuga menziesii,Pinaceae,,75,84,26.75,85,14,0,Good,B,,,,,,,,,
633,46.07047,-118.33,993,F75,F,Broadleaf,Deciduous,Elm,Ulmus,Ulmus,Ulmaceae,northern  hemisphere,100,120,38.22,75,48,0,Good,B,,,,,,,,Yes,
634,46.07048,-118.3298,993,F76,F,Broadleaf,Deciduous,Elm,Ulmus,Ulmus,Ulmaceae,northern  hemisphere,100,119,37.99,75,35,0,Good,B,,,,,,,,,
635,46.07061,-118.32994,994,F77,F,Broadleaf,Deciduous,London Plane Tree,Platanus,Platanus x acerifolia,Platanaceae,Eastern U.S. & Canada,100,147,46.82,85,43,0,Good,B,,,,,,,,,
636,46.07053,-118.32937,993,F78,F,Broadleaf,Deciduous,Elm 'Morton Glossy',Ulmus,Ulmus 'Morton Glossy',Ulmaceae,northern  hemisphere,5,23,7.32,12,1,0,Good,A,,,,,,,,,
637,46.07064,-118.32929,992,F79,F,Broadleaf,Deciduous,London Plane Tree,Platanus,Platanus x acerifolia,Platanaceae,Eastern U.S. & Canada,100,117,37.26,85,36,0.3,Good,A,,,,,,,,,
638,46.07055,-118.32909,993,F80,F,Broadleaf,Deciduous,Little Leaf Linden,Tilia,Tilia cordata,Tiliaceae,,30,68,21.66,75,11,0,Good,B,,,,,,,,,
639,46.07068,-118.32907,992,F81,F,Conifer,Evergreen,Pondorosa Pine,Pinus,Pinus ponderosa,Pinaceae,,20,36,11.46,25,7,0,Fair,A,,,,,,,,,
640,46.07074,-118.32909,990,F82,F,Conifer,Evergreen,Pondorosa Pine,Pinus,Pinus ponderosa,Pinaceae,,20,30,9.55,25,5,0,Fair,A,,,,,,,,,
641,46.07072,-118.32894,994,F83,F,Conifer,Evergreen,Pondorosa Pine,Pinus,Pinus ponderosa,Pinaceae,,20,34,10.83,25,8,0,Fair,A,,,,,,,,,
642,46.07063,-118.32896,992,F84,F,Broadleaf,Deciduous,Oak,Quercus,Quercus,Fagaceae,,30,65,20.7,45,23,0,Good,A,,,,,,,,,
643,46.07077,-118.32888,994,F85,F,Broadleaf,Deciduous,European Mountain Ash,Sorbus,Sorbus aucuparia,Rosaceae,,100,96,30.57,35,9,0,Poor,A,,,,,,,,,
644,46.07068,-118.32878,991,F86,F,Broadleaf,Deciduous,Tricolor Beech,Fagus,Fagus sylvatica 'Tricolor',Fagaceae,,20,38,12.1,35,12,0,Good,A,,,,,,,,,
645,46.07065,-118.32873,993,F87,F,Conifer,Evergreen,Pine,Pinus,Pinus,Pinaceae,,25,38,12.1,20,7,0,Good,A,,,,,,,,,
646,46.07102,-118.32907,994,F88,F,Broadleaf,Deciduous,London Plane Tree,Platanus,Platanus x acerifolia,Platanaceae,Eastern U.S. & Canada,100,170,54.14,80,52,0.2,Good,A,,,,,,,,no,
647,46.07081,-118.32866,998,F89,F,Broadleaf,Deciduous,Birch,Betula,Betula,Betulaceae,N. hemisphere,,67,21.34,40,28,0.5,Fair,A,,,,,,,,No,
648,46.0708,-118.32918,998,F90,F,Broadleaf,Deciduous,Dogwood,Cornus,Cornus,Cornaceae,,15,11,3.5,13,6,0,Good,A,,,,,,,,,
649,46.07073,-118.3292,997,F91,F,Broadleaf,Deciduous,Japanese Maple,Acer,Acer palmatum,Sapindaceae,,10,5,1.6,6,2,0,Good,A,,,,,,,,,
650,46.07097,-118.32927,999,F92,F,Broadleaf,Deciduous,Japanese Maple,Acer,Acer palmatum,Sapindaceae,,10,7,2.3,5,2,0,Fair,A,,,,,,,,,
651,46.071,-118.32995,996,F93,F,Broadleaf,Deciduous,Japanese Maple,Acer,Acer palmatum,Sapindaceae,,10,6,1.91,6,1,0,Fair,A,,,,,,,,,
652,46.07074,-118.33012,996,F94,F,Broadleaf,Deciduous,Japanese Maple,Acer,Acer palmatum,Sapindaceae,,10,7,2.3,5,1,0,Poor,A,,,,,,,,,
653,46.07065,-118.33018,995,F95,F,Broadleaf,Deciduous,Flowering Plum,Prunus,Prunus,Rosaceae,,10,7,2.3,15,7,0,Good,A,,,,,,,,,
654,46.070738,-118.32961,1010,F96,F,Conifer,Evergreen,Alaska Cedar,Xanthocyparis,Xanthocyparis nootkatensis,Cupressaceae,West Coast N. America,,8,2.55,8,2,0,Good,A,,,,,,,,Yes,
655,46.070747,-118.329694,1007,F97,F,Conifer,Evergreen,Alaska Cedar,Xanthocyparis,Xanthocyparis nootkatensis,Cupressaceae,West Coast N. America,,8,2.55,8,2,0,Good,A,,,,,,,,,
656,46.071085,-118.329252,1007,F98,F,Broadleaf,Deciduous,Sycamore Maple,Acer,Acer pseudoplatanus,Sapindaceae,,30-35,64,20.38,40,26,0,Good,A,,,,,,,,,
657,46.071905,-118.329312,1013,F99,F,Broadleaf,Deciduous,Black Walnut,Juglans,Juglans nigra,Juglandaceae,,100,179,57,60,26,0,Fair,A,,,,,,,,,
658,46.071205,-118.329171,997,F100,F,Broadleaf,Deciduous,Flowering Cherry,Prunus,Prunus sargenti 'Pink Flair',Rosaceae,,7-10yr,6,1.91,7,2,0,Good,A,,,,,,,,,
659,46.070366,-118.330401,994,G1,G,Broadleaf,Deciduous,Magnolia,Magnolia,Magnolia,Magnoliaceae,,20,13,4.14,18,4,0,Good,A,,,,,,,,,
660,46.070355,-118.330505,993,G2,G,Broadleaf,Deciduous,Magnolia,Magnolia,Magnolia,Magnoliaceae,,20,22,7,25,9,0,Good,A,,,,,,,,,
661,46.070338,-118.330614,997,G3,G,Broadleaf,Deciduous,Magnolia,Magnolia,Magnolia,Magnoliaceae,,20,14,4.46,20,3,0,Fair,A,,,,,,,,,
662,46.07032,-118.330719,996,G4,G,Broadleaf,Deciduous,Magnolia,Magnolia,Magnolia,Magnoliaceae,,20,20,6.37,25,7,0,Good,A,,,,,,,,,
663,46.070308,-118.330834,998,G5,G,Broadleaf,Deciduous,Magnolia,Magnolia,Magnolia,Magnoliaceae,,20,13,4.14,20,3,0,Fair,A,,,,,,,,,
664,46.070296,-118.330928,998,G6,G,Broadleaf,Deciduous,Magnolia,Magnolia,Magnolia,Magnoliaceae,,20,19,6.05,25,8,0,Good,A,,,,,,,,,
665,46.070412,-118.331059,996,G7,G,Broadleaf,Deciduous,Lavallei Hawthorn,Crataegus,Crataegus x lavallei,Rosaceae,,20,20,6.37,15,3,0,Good,A,,,,,,,,,
667,46.070605,-118.331088,996,G9,G,Conifer,Evergreen,Lacebark Pine,Pinus,Pinus bungeana,Pinaceae,China,5,8,2.55,5,1.5,0,Good,A,,,,,,,,,
668,46.070629,-118.331088,995,G10,G,Conifer,Evergreen,Lacebark Pine,Pinus,Pinus bungeana,Pinaceae,China,5,7,2.3,4,1.5,0,Good,A,,,,,,,,,
670,46.070686,-118.331124,994,G12,G,Broadleaf,Deciduous,Lavallei Hawthorn,Crataegus,Crataegus x lavallei,Rosaceae,,20,17,5.41,15,3,0,Good,A,,,,,,,,,
671,46.070955,-118.331216,993,G13,G,Broadleaf,Deciduous,Lavallei Hawthorn,Crataegus,Crataegus x lavallei,Rosaceae,,20,20,6.37,15,3,0,Good,A,,,,,,,,,
672,46.07108,-118.33126,994,G14,G,Broadleaf,Deciduous,Lavallei Hawthorn,Crataegus,Crataegus x lavallei,Rosaceae,,20,15,4.78,15,2,0,Good,A,,,,,,,,,
673,46.071224,-118.331292,995,G15,G,Broadleaf,Deciduous,Lavallei Hawthorn,Crataegus,Crataegus x lavallei,Rosaceae,,20,17,5.41,12,4,0,Good,A,,,,,,,,,
674,46.0714,-118.331285,917,G16,G,Conifer,Evergreen,Lacebark Pine,Pinus,Pinus bungeana,Pinaceae,China,10,23,7.32,10,3,0,Good,A,,,,,,,,next,
675,46.071508,-118.331132,1003,G17,G,Broadleaf,Deciduous,Japanese Hornbeam,Carpinus,Carpinus japonica,Betulaceae,,10,13,4.14,12,4,0.5,Good,A,,,,,,,,,
676,46.071552,-118.33114,1003,G18,G,Broadleaf,Deciduous,Japanese Hornbeam,Carpinus,Carpinus japonica,Betulaceae,,30,60,19.11,40,13,0.5,Good,A,,,,,,,,,
677,46.07159,-118.3311027,1005,G19,G,Broadleaf,Deciduous,Japanese Hornbeam,Carpinus,Carpinus japonica,Betulaceae,,30,39,12.42,40,13,0.5,Good,A,,,,,,,,,
678,46.07162,-118.331071,1005,G20,G,Broadleaf,Deciduous,Japanese Hornbeam,Carpinus,Carpinus japonica,Betulaceae,,30,39,12.42,40,11,0.5,Good,A,,,,,,,,,
679,46.071648,-118.331043,1005,G21,G,Broadleaf,Deciduous,Japanese Hornbeam,Carpinus,Carpinus japonica,Betulaceae,,30,38,12.1,40,9,0.5,Good,A,,,,,,,,,
680,46.071679,-118.331014,1005,G22,G,Broadleaf,Deciduous,Japanese Hornbeam,Carpinus,Carpinus japonica,Betulaceae,,30,40,12.74,40,10,0.5,Good,A,,,,,,,,,
681,46.071715,-118.330975,1006,G23,G,Broadleaf,Deciduous,Japanese Hornbeam,Carpinus,Carpinus japonica,Betulaceae,,30,36,11.46,40,13,0.5,Good,A,,,,,,,,,
682,46.071745,-118.33094,1005,G24,G,Broadleaf,Deciduous,Japanese Hornbeam,Carpinus,Carpinus japonica,Betulaceae,,30,40,12.74,40,15,0.5,Good,A,,,,,,,,,
683,46.071778,-118.330907,1006,G25,G,Broadleaf,Deciduous,Japanese Hornbeam,Carpinus,Carpinus japonica,Betulaceae,,30,44,14.01,40,14,0.5,Good,A,,,,,,,,,
684,46.071817,-118.330867,1007,G26,G,Broadleaf,Deciduous,Japanese Hornbeam,Carpinus,Carpinus japonica,Betulaceae,,30,49,15.6,40,13,0.5,Good,A,,,,,,,,,
685,46.071858,-118.330829,1007,G27,G,Broadleaf,Deciduous,Japanese Hornbeam,Carpinus,Carpinus japonica,Betulaceae,,30,49,15.6,40,13,0.5,Good,A,,,,,,,,,
686,46.071813,-118.330337,1012,G28,G,Conifer,Evergreen,Alaska Cedar,Callitropsis,Callitropsis nootkatensis,Cupressaceae,West Coast N. America,5,9,2.87,7,3,0,Good,B,,,,,"Robert Maffly (1976), dedicated Nov 2008",,,,
687,46.07176,-118.330178,1015,G29,G,Conifer,Evergreen,Alaska Cedar,Callitropsis,Callitropsis nootkatensis,Cupressaceae,West Coast N. America,5,10,3.18,7,4,0,Good,B,,,,,"Robert Maffly (1976), dedicated Nov 2008",,,,
688,46.071821,-118.330118,1018,G30,G,Broadleaf,Deciduous,Red Oak,Quercus,Quercus rubra,Fagaceae,,7,10,3.18,12,3,0,Good,B,,,,,"Class of 1960, dedicated 1995, replaced 2011",,,,
689,46.071415,-118.330625,1003,G32,G,Broadleaf,Deciduous,Japanese Maple,Acer,Acer palmatum,Sapindaceae,,7,6,1.91,12,3,0,Fair,A,,,,,,,,,
690,46.071394,-118.330786,933,G33,G,Broadleaf,Deciduous,Japanese Maple,Acer,Acer palmatum,Sapindaceae,,7,6,1.91,5,1.5,0,Fair,A,,,,,,,,,
693,46.071419,-118.33084,949,G36,G,Broadleaf,Deciduous,Japanese Hornbeam,Carpinus,Carpinus japonica,Betulaceae,,35,37,11.78,45,20,0,Fair,B,,,,,,,,,
694,46.07139,-118.331047,955,G37,G,Broadleaf,Deciduous,Japanese Maple,Acer,Acer palmatum,Sapindaceae,,7,9,2.87,6,3,0,Fair,A,,,,,,,,,
695,46.071427,-118.3308,952,G38,G,Broadleaf,Deciduous,Japanese Maple,Acer,Acer palmatum,Sapindaceae,,7,6,1.91,7,2,0,Fair,A,,,,,,,,,
697,46.071443,-118.330675,956,G40,G,Broadleaf,Deciduous,Japanese Hornbeam,Carpinus,Carpinus japonica,Betulaceae,,35,54,17.2,45,20,0,Fair,B,,,,,,,,,
700,46.071347,-118.330395,970,G43,G,Broadleaf,Deciduous,Bur Oak,Quercus,Quercus macrocarpa,Fagaceae,,45,101,32.17,60,30,0,Good,B,,,,,,,,,
701,46.071374,-118.330251,979,G44,G,Conifer,Evergreen,Giant Sequioa,Sequoiadendron,Sequoiadendron giganteum,Cupressaceae,"western Sierra Nevada, California",20,75,23.89,30,10,0,Good,A,,,,,,,,,
702,46.071291,-118.33026,981,G45,G,Conifer,Evergreen,Giant Sequioa,Sequoiadendron,Sequoiadendron giganteum,Cupressaceae,"western Sierra Nevada, California",20,86,27.38,30,11,0,Good,A,,,,,"Class of 1963. Dedicated April 26, 2003",,,yes,
703,46.071162,-118.33014,1104,G46,G,Conifer,Evergreen,Giant Sequioa,Sequoiadendron,Sequoiadendron giganteum,Cupressaceae,"western Sierra Nevada, California",15,86,27.38,40,12,0,Good,A,,,,,,,,,
704,46.071064,-118.329966,1096,G47,G,Broadleaf,Deciduous,London Plane,Platanus,Plantanus x acerifolia,Platanaceae,Eastern U.S. & Canada,100,151,48.1,85,41,0.3,Good,A,,,,,,,,,
706,46.071187,-118.330348,998,G49,G,Broadleaf,Deciduous,Serviceberry,Amelanchier,Amelanchier,Rosaceae,,15,30,9.55,25,12,0,Good,B,,,,,,,,,
707,46.071189,-118.330389,997,G50,G,Broadleaf,Deciduous,Serviceberry,Amelanchier,Amelanchier,Rosaceae,,15,23,7.32,20,14,0,Good,B,,,,,,,,,
708,46.071152,-118.330347,996,G51,G,Broadleaf,Deciduous,Fringe,Chionanthus,Chionanthus,Oleaceae,,15,13,4.14,10,7,0,Good,B,,,,,,,,,
709,46.071089,-118.330347,997,G52,G,Broadleaf,Deciduous,Hawthorn,Crataegus,Crataegus,Rosaceae,,100,60,19.11,25,14,0.8,Good,A,,,,,,,,Yes,
710,46.07102,-118.330239,998,G53,G,Broadleaf,Deciduous,Dogwood,Cornus,Cornus,Cornaceae,,50,24,7.64,25,12,0.5,Good,A,,,,,,,,next,
711,46.071003,-118.330347,999,G54,G,Broadleaf,Deciduous,Dogwood,Cornus,Cornus,Cornaceae,,30,16,5.1,15,6.5,0.5,Good,A,,,,,,,,,
722,46.07076,-118.33022,998,G65,G,Broadleaf,Deciduous,White Flowering Dogwood,Cornus,Cornus,Cornaceae,,15,12,3.82,12,8,0,Fair,A,,,,,,,,,
723,46.070818,-118.330176,999,G66,G,Broadleaf,Deciduous,Kentucky Coffee Tree,Gymnocladus,Gymnocladus dioica,Fabaceae,central North America,20,58,18.47,55,25,0,Good,A,,,,,,,,Yes,
724,46.070915,-118.330122,998,G67,G,Broadleaf,Deciduous,Prickly caster oil tree,Kalopanax,Kalopanax,Araliaceae,,10,21,6.69,15,7,0,Good,A,,,,,,,,,
725,46.07096,-118.33018,1001,G68,G,Conifer,Evergreen,Brewer's Weeping Spruce,Picea,Picea breweriana,Pinaceae,"SW OR, NW Ca",100,86,27.38,85,22,0,Good,B,,,,,,,,,
726,46.070712,-118.330317,997,G69,G,Broadleaf,Deciduous,Dogwood,Cornus,Cornus,Cornaceae,,7,10,3.18,12,8,0,Fair,A,,,,,,,,,
727,46.070706,-118.330297,998,G70,G,Broadleaf,Deciduous,Dogwood,Cornus,Cornus,Cornaceae,,7,8,2.55,12,8,0,Fair,A,,,,,,,,,
728,46.070693,-118.330273,998,G71,G,Broadleaf,Deciduous,Dogwood,Cornus,Cornus,Cornaceae,,7,8,2.55,12,8,0,Fair,A,,,,,,,,,
729,46.070661,-118.330291,997,G72,G,Broadleaf,Deciduous,Little Leaf Linden,Tilia,Tilia cordata,Tiliaceae,,,74,23.57,80,15,0,Good,A,,,,,,,,,
730,46.070603,-118.330249,999,G73,G,Broadleaf,Deciduous,Paper Birch,Betula,Betula papyrifera,Betulaceae,,,28,8.92,30,15,0,Good,B,,,,,,x,x,,
731,46.070859,-118.330295,1007,G74,G,Broadleaf,Deciduous,Dogwood,Cornus,Cornus,Cornaceae,,4,6,1.91,7,2,0,Good,A,,,,,,,,,
732,46.070966,-118.330325,991,G75,G,Broadleaf,Deciduous,Hydrangea Tree,Hydrangea,Hydrangea,Hydrangeaceae,,4,5,1.6,5,2,0,Good,A,,,,,,,,,
733,46.07138,-118.33168,966,H1,H,Broadleaf,Deciduous,Honey Locust,Gleditsia,Gleditsia triacanthos,Fabaceae,,50,89,28.34,30,29,0,Good,A,,,,,,,,,
734,46.0713,-118.3318,965,H2,H,Broadleaf,Deciduous,Honey Locust,Gleditsia,Gleditsia triacanthos,Fabaceae,,50,49,15.6,30,24,0,Good,A,,,,,,,,,
735,46.07124,-118.33184,966,H3,H,Broadleaf,Deciduous,Honey Locust,Gleditsia,Gleditsia triacanthos,Fabaceae,,50,79,25.16,35,35,0,Good,A,,,,,,,,,
736,46.07118,-118.33197,964,H4,H,Broadleaf,Deciduous,Honey Locust,Gleditsia,Gleditsia triacanthos,Fabaceae,,50,72,22.93,35,30,0,Good,A,,,,,,,,,
737,46.07108,-118.33207,963,H5,H,Broadleaf,Deciduous,Honey Locust,Gleditsia,Gleditsia triacanthos,Fabaceae,,50,96,30.57,40,29,0,Good,A,,,,,,,,,
738,46.07093,-118.3323,960,H6,H,Broadleaf,Deciduous,Honey Locust,Gleditsia,Gleditsia triacanthos,Fabaceae,,50,72,22.93,35,22,0,Good,A,,,,,,,,,
739,46.07105,-118.33199,963,H7,H,Conifer,Evergreen,Colorado Blue Spruce,Picea,Picea pungens 'Glauca',Pinaceae,Rocky Mountains,50,104,33.12,55,19,0,Good,A,,,,,,,,,
740,46.07118,-118.33185,963,H8,H,Conifer,Evergreen,Colorado Blue Spruce,Picea,Picea pungens 'Glauca',Pinaceae,Rocky Mountains,50,90,28.66,55,17,0,Good,A,,,,,,,,,
741,46.07106,-118.33177,964,H9,H,Broadleaf,Deciduous,Japanese Hornbeam,Carpinus,Carpinus japonica,Betulaceae,,10,22,7,30,6,0,Good,A,,,,,,,,,
742,46.07104,-118.33175,967,H10,H,Broadleaf,Deciduous,Japanese Hornbeam,Carpinus,Carpinus japonica,Betulaceae,,10,28,8.92,30,6,0,Good,A,,,,,,,,,
743,46.07103,-118.3316,966,H11,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,10,17,5.41,15,8,0,Good,B,,,,,,,,,
744,46.07093,-118.33175,1198,H12,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,10,25,7.96,20,16,0,Good,A,,,,,,,,,
745,46.07086,-118.33183,1194,H13,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,10,19,6.05,23,13,0,Good,A,,,,,,,,,
746,46.07084,-118.33186,1188,H14,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,10,23,7.32,17,11,0,Good,A,,,,,,,,,
747,46.0708,-118.33194,1185,H15,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,10,22,7,23,11,0,Good,A,,,,,,,,,
748,46.07084,-118.33202,1177,H16,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,10,13,4.14,15,9,0,Fair,A,,,,,,,,,
749,46.07078,-118.33209,1176,H17,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,10,7,2.3,10,4,0,Fair,A,,,,,,,,,
750,46.07079,-118.33214,1172,H18,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,10,17,5.41,15,7,0,Good,A,,,,,,,,,
751,46.07079,-118.33232,1166,H19,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,10,16,5.1,22,8,0,Good,A,,,,,,,,,
752,46.07078,-118.33234,1160,H20,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,10,17,5.41,15,7,0,Good,A,,,,,,,,,
753,46.07077,-118.33253,1154,H21,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,10,14,4.46,20,7,0,Good,A,,,,,,,,,
754,46.07076,-118.33258,1149,H22,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,10,25,7.96,20,10,0,Good,A,,,,,,,,,
755,46.07074,-118.33254,1140,H23,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,45,40,12.74,20,15,0,Good,A,,,,,,,,,
756,46.07059,-118.33259,1129,H24,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,45,43,13.69,23,16,0,Good,A,,,,,,,,,
757,46.07051,-118.33259,1116,H25,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,45,39,12.42,23,14,0,Good,A,,,,,,,,,
758,46.07046,-118.33261,1119,H26,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,45,32,10.19,20,12,0,Good,A,,,,,,,,,
759,46.07043,-118.3325,1109,H27,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,45,31,9.87,20,12,0,Good,A,,,,,,,,,
760,46.0704,-118.33245,1105,H28,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,,13,4.14,15,7,0,Good,A,,,,,,,,,
761,46.0704,-118.33242,1094,H29,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,,11,3.5,10,5,0,Poor,A,,,,,,,,,
763,46.07038,-118.33221,1090,H31,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,,15,4.78,15,6,0,Good,A,,,,,,,,,
764,46.07041,-118.33221,1088,H32,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,,15,4.78,12,6,0,Good,A,,,,,,,,,
765,46.07045,-118.33214,1085,H33,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,,18,5.73,20,9,0,Good,A,,,,,,,,,
766,46.07055,-118.33174,1080,H34,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,,22,7,20,9,0,Good,A,,,,,,,,,
767,46.07049,-118.33169,1075,H35,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,,24,7.64,25,13,0,Good,A,,,,,,,,,
768,46.07045,-118.33165,1072,H36,H,Broadleaf,Deciduous,Flowering Dogwood,Cornus,Cornus florida,Cornaceae,,,27,8.6,25,11,0,Good,A,,,,,,,,,
769,46.07051,-118.33161,1070,H37,H,Broadleaf,Deciduous,Eastern Redbud,Cercis,Cercis canadensis,Fabaceae,,,36,11.46,15,11,0,Good,A,,,,,,,,,
770,46.0705,-118.33144,1064,H38,H,Broadleaf,Deciduous,Eastern Redbud,Cercis,Cercis canadensis,Fabaceae,,,36,11.46,15,11,0,Good,A,,,,,,,,,
772,46.07053,-118.33141,1063,H40,H,Broadleaf,Deciduous,Eastern Redbud,Cercis,Cercis canadensis,Fabaceae,,,32,10.19,15,19,0,Fair,A,,,,,,,,,
773,46.07083,-118.33154,1056,H41,H,Broadleaf,Deciduous,Eastern Redbud,Cercis,Cercis canadensis,Fabaceae,,,32,10.19,15,10,0,Fair,A,,,,,,,,,
774,46.07084,-118.33151,1056,H42,H,Broadleaf,Deciduous,Eastern Redbud,Cercis,Cercis canadensis,Fabaceae,,,28,8.92,15,9,0,Poor,A,,,,,,,,,
775,46.070307,-118.331356,1051,H43,H,Conifer,Evergreen,White Fir,Abies,Abies concolor,Pinaceae,western North America,35,58,18.47,30,4,0,Good,A,,,,,,,,,
776,46.070333,-118.331881,1045,H44,H,Broadleaf,Deciduous,Europen White Birch,Betula,Betula pendula,Betulaceae,,65,64,20.38,55,2,0,Good,B,,,,,,,,,
777,46.07022,-118.33226,1043,H45,H,Broadleaf,Deciduous,Tree of Heaven,Ailanthus,Ailanthus altissima,Simaroubaceae,,,116,36.94,,26,0,Fair,A,,,,,,,,,
778,46.07029,-118.33231,1042,H46,H,Broadleaf,Deciduous,Silver Maple,Acer,Acer saccharinum,Sapindaceae,,,139,44.27,90,41,0,Fair,A,,,,,,,,,
779,46.070153,-118.332405,1036,H47,H,Conifer,Deciduous,Dawn Redwood,Metasequoia,Metasequoia glyptostroboides,Cupressaceae,China,5,6,1.91,7,3,0,Good,A,,,,,,,,,
780,46.07024,-118.3314065,1035,H48,H,Broadleaf,Deciduous,Dogwood,Cornus,Cornus,Cornaceae,,10,12,3.82,10,5,0,Good,B,,,,,,,,,
781,46.07019,-118.33146,1032,H49,H,Broadleaf,Deciduous,Dogwood,Cornus,Cornus,Cornaceae,,10,12,3.82,10,3,0,Good,B,,,,,,,,,
